"LOCATION","Country","MEA","Overall measure","VAR","Components","POP","Age","SEX","Sex","EDU","Education","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2011","2011","PC","Percentage","0","Units",,,3.61228036880493,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2012","2012","PC","Percentage","0","Units",,,2.9156608581543,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2013","2013","PC","Percentage","0","Units",,,4.07099103927612,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2014","2014","PC","Percentage","0","Units",,,3.11111211776733,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,3.2553915977478,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2016","2016","PC","Percentage","0","Units",,,2.94798946380615,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2007","2007","PC","Percentage","0","Units",,,1.4241795539856,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2008","2008","PC","Percentage","0","Units",,,2.28109502792358,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2009","2009","PC","Percentage","0","Units",,,3.54566240310669,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,3.02015447616577,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2011","2011","PC","Percentage","0","Units",,,2.12356233596802,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2012","2012","PC","Percentage","0","Units",,,3.01026248931885,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2013","2013","PC","Percentage","0","Units",,,2.55060243606567,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2014","2014","PC","Percentage","0","Units",,,3.85200047492981,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,3.52279663085938,,
"AUS","Australia","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2016","2016","PC","Percentage","0","Units",,,3.18789482116699,,
"AUS","Australia","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,23.3071041107178,,
"AUS","Australia","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,22.1135482788086,,
"AUS","Australia","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,31.3387603759766,,
"AUS","Australia","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,28.9350566864014,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2005","2005","USD","US Dollar","0","Units",,,19.0541496276856,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2006","2006","USD","US Dollar","0","Units",,,18.9994506835938,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2007","2007","USD","US Dollar","0","Units",,,19.3644676208496,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2008","2008","USD","US Dollar","0","Units",,,19.6333332061768,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2009","2009","USD","US Dollar","0","Units",,,20.355655670166,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2010","2010","USD","US Dollar","0","Units",,,20.4920520782471,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2011","2011","USD","US Dollar","0","Units",,,20.5304794311523,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2012","2012","USD","US Dollar","0","Units",,,20.7867946624756,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2013","2013","USD","US Dollar","0","Units",,,20.9943027496338,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2014","2014","USD","US Dollar","0","Units",,,21.295295715332,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2015","2015","USD","US Dollar","0","Units",,,21.6503105163574,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2005","2005","USD","US Dollar","0","Units",,,22.5079078674316,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2006","2006","USD","US Dollar","0","Units",,,23.2270793914795,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2007","2007","USD","US Dollar","0","Units",,,23.0657825469971,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2008","2008","USD","US Dollar","0","Units",,,24.1052646636963,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2009","2009","USD","US Dollar","0","Units",,,24.9769020080566,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2010","2010","USD","US Dollar","0","Units",,,24.6929798126221,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2011","2011","USD","US Dollar","0","Units",,,24.4495162963867,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2012","2012","USD","US Dollar","0","Units",,,24.9323348999023,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2013","2013","USD","US Dollar","0","Units",,,25.6087913513184,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2014","2014","USD","US Dollar","0","Units",,,25.7579784393311,,
"AUT","Austria","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2015","2015","USD","US Dollar","0","Units",,,26.2979049682617,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2007","2007","PC","Percentage","0","Units",,,1.28323066234589,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2008","2008","PC","Percentage","0","Units",,,1.23421847820282,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2009","2009","PC","Percentage","0","Units",,,1.59152984619141,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,1.28346705436706,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2011","2011","PC","Percentage","0","Units",,,1.4314786195755,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2012","2012","PC","Percentage","0","Units",,,1.47496438026428,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2013","2013","PC","Percentage","0","Units",,,1.54788684844971,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2014","2014","PC","Percentage","0","Units",,,1.66355574131012,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,1.57171630859375,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2016","2016","PC","Percentage","0","Units",,,1.81233310699463,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2007","2007","PC","Percentage","0","Units",,,1.6048846244812,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2008","2008","PC","Percentage","0","Units",,,1.57205593585968,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2009","2009","PC","Percentage","0","Units",,,2.12014651298523,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,1.75839233398438,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2011","2011","PC","Percentage","0","Units",,,1.55886006355286,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2012","2012","PC","Percentage","0","Units",,,2.0014808177948,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2013","2013","PC","Percentage","0","Units",,,2.2455484867096,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2014","2014","PC","Percentage","0","Units",,,2.25773763656616,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,2.58094549179077,,
"AUT","Austria","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2016","2016","PC","Percentage","0","Units",,,2.83185744285584,,
"AUT","Austria","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,26.2718753814697,,
"AUT","Austria","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,26.906177520752,,
"AUT","Austria","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,28.6696090698242,,
"AUT","Austria","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,35.195987701416,,
"AUT","Austria","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,38.3350677490234,,
"AUT","Austria","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,28.3630905151367,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2005","2005","USD","US Dollar","0","Units",,,27.1253280639648,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2006","2006","USD","US Dollar","0","Units",,,27.9337997436523,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2007","2007","USD","US Dollar","0","Units",,,27.617805480957,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2008","2008","USD","US Dollar","0","Units",,,28.3284816741943,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2009","2009","USD","US Dollar","0","Units",,,29.1287689208984,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2010","2010","USD","US Dollar","0","Units",,,28.5840587615967,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2011","2011","USD","US Dollar","0","Units",,,28.313793182373,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2012","2012","USD","US Dollar","0","Units",,,28.6430397033691,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2013","2013","USD","US Dollar","0","Units",,,28.9470329284668,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2014","2014","USD","US Dollar","0","Units",,,29.8324775695801,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2015","2015","USD","US Dollar","0","Units",,,30.2646484375,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2005","2005","USD","US Dollar","0","Units",,,29.6061477661133,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2006","2006","USD","US Dollar","0","Units",,,29.5330581665039,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2007","2007","USD","US Dollar","0","Units",,,30.32106590271,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2008","2008","USD","US Dollar","0","Units",,,30.6580562591553,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2009","2009","USD","US Dollar","0","Units",,,30.6763534545898,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2010","2010","USD","US Dollar","0","Units",,,30.4900131225586,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2011","2011","USD","US Dollar","0","Units",,,30.2658672332764,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2012","2012","USD","US Dollar","0","Units",,,30.4514789581299,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2013","2013","USD","US Dollar","0","Units",,,31.1470413208008,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2014","2014","USD","US Dollar","0","Units",,,31.9073581695557,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2015","2015","USD","US Dollar","0","Units",,,32.4670524597168,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2007","2007","PC","Percentage","0","Units",,,2.84347248077393,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2008","2008","PC","Percentage","0","Units",,,2.81694340705872,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2009","2009","PC","Percentage","0","Units",,,2.83667087554932,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,2.611741065979,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2011","2011","PC","Percentage","0","Units",,,2.21934247016907,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2012","2012","PC","Percentage","0","Units",,,2.63770413398743,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2013","2013","PC","Percentage","0","Units",,,2.33943724632263,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2014","2014","PC","Percentage","0","Units",,,2.4035234451294,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,2.1418788433075,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2016","2016","PC","Percentage","0","Units",,,1.8052773475647,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2007","2007","PC","Percentage","0","Units",,,2.8208737373352,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2008","2008","PC","Percentage","0","Units",,,3.24651336669922,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2009","2009","PC","Percentage","0","Units",,,3.60887718200684,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,3.28608822822571,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2011","2011","PC","Percentage","0","Units",,,2.85943365097046,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2012","2012","PC","Percentage","0","Units",,,3.63136720657349,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2013","2013","PC","Percentage","0","Units",,,3.92595458030701,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2014","2014","PC","Percentage","0","Units",,,3.60620284080505,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,3.65490913391113,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2016","2016","PC","Percentage","0","Units",,,3.09287738800049,,
"BEL","Belgium","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,26.7833518981934,,
"BEL","Belgium","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,30.1708393096924,,
"BEL","Belgium","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,22.9911727905273,,
"BEL","Belgium","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,32.9878273010254,,
"BEL","Belgium","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,38.1441307067871,,
"BEL","Belgium","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,28.3902931213379,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2007","2007","PC","Percentage","0","Units",,,2.9020938873291,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2008","2008","PC","Percentage","0","Units",,,3.10723495483398,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2009","2009","PC","Percentage","0","Units",,,3.3944194316864,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,3.61795043945312,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2011","2011","PC","Percentage","0","Units",,,3.60981702804565,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2012","2012","PC","Percentage","0","Units",,,3.59119892120361,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2013","2013","PC","Percentage","0","Units",,,3.48042798042297,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2014","2014","PC","Percentage","0","Units",,,3.43067860603332,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,3.4065113067627,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2016","2016","PC","Percentage","0","Units",,,3.33612251281738,,
